origin country,latitude,longitude,km depth,lower yield,upper yield,purpose,name,type,date
FRANCE,-22.06,-138.64,0.0,0.0,20.0,Weapons related,Pyrrhos,SHAFT/GR,1979
USA,37.11,-116.02,0.335,0.0,20.0,Weapons related,Chess,SHAFT,1979
USSR,49.89,78.92,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1979
USA,37.14,-116.08,0.537,20.0,150.0,Weapons related,Fajy,SHAFT,1979
FRANCE,-21.81,-138.98,0.0,0.0,150.0,Weapons related,Egisthe,SHAFT/GR,1979
USSR,50.05,79.06,0.0,0.001,20.0,Weapons effects testing,Nan,SHAFT,1979
USSR,47.81,48.07,0.0,0.001,20.0,Peaceful nuclear explosion,Nan,SHAFT,1979
USSR,49.9,77.83,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1979
USSR,50.0,78.0,0.0,0.001,20.0,Flight (missile) system tests,Nan,TUNNEL,1979
FRANCE,-21.86,-139.0,0.0,0.0,150.0,Weapons related,Tydee,SHAFT/GR,1979
FRANCE,-21.81,-138.89,0.0,0.0,5.0,Weapons related,Palamede,SHAFT/GR,1979
USA,37.08,-116.07,0.45,20.0,150.0,Weapons related,Burzet,SHAFT,1979
USSR,49.86,78.94,0.0,0.001,150.0,Weapons related,Nan,SHAFT,1979
USA,37.01,-116.01,0.396,20.0,150.0,Weapons related,Offshore,SHAFT,1979
USSR,61.86,122.22,0.0,8.5,8.5,Peaceful nuclear explosion,Kimberlit,SHAFT,1979
USSR,49.93,78.98,0.0,0.001,150.0,Weapons related,Nan,SHAFT,1979
UK,37.12,-116.07,0.464,20.0,150.0,Weapons related,Nessel,SHAFT,1979
USA,37.09,-116.05,0.64,140.0,140.0,Weapons related,Hearts,SHAFT,1979
USSR,64.06,99.62,0.0,8.5,8.5,Peaceful nuclear explosion,Kimberlit,SHAFT,1979
USA,37.15,-116.04,0.2,0.0,20.0,Weapons related,Pera,SHAFT,1979
USSR,0.0,0.0,0.0,0.3,0.3,Peaceful nuclear explosion,Klivazh,MINE,1979
USSR,73.37,54.58,0.0,0.001,150.0,Weapons effects testing,Nan,TUNNEL,1979
USA,37.23,-116.36,0.64,20.0,150.0,Weapons effects testing,Sheepshead,SHAFT,1979
USSR,49.76,78.05,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1979
USSR,60.66,71.44,0.0,22.0,22.0,Peaceful nuclear explosion,Kimberlit,SHAFT,1979
USSR,61.85,113.12,0.0,15.0,15.0,Peaceful nuclear explosion,Sheksna,SHAFT,1979
USSR,49.81,78.13,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1979
USSR,73.34,54.73,0.0,0.001,150.0,Weapons related,Nan,TUNNEL,1979
USSR,47.79,48.11,0.0,0.001,150.0,Peaceful nuclear explosion,Nan,SHAFT,1979
USSR,49.96,79.07,0.0,0.001,150.0,Weapons related,Nan,SHAFT,1979
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Chrysotemis,SHAFT/GR,1979
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Atree,SHAFT/GR,1979
USA,37.0,-116.0,0.229,0.0,20.0,Weapons related,Backgammon,SHAFT,1979
USSR,49.81,78.21,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1979
USSR,49.88,78.84,0.0,0.001,150.0,Weapons related,Nan,SHAFT,1979
USA,37.1,-116.1,0.205,0.0,20.0,Weapons related,Azul,SHAFT,1979
USSR,49.82,78.27,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1979
USSR,49.93,78.8,0.0,0.001,150.0,Weapons related,•,SHAFT,1979
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons effects testing,Thyeste,SHAFT/GR,1980
USA,37.1,-116.1,0.369,0.0,20.0,Weapons effects testing,Tarko,SHAFT,1980
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Adraste,SHAFT/GR,1980
USA,37.2,-116.1,0.271,0.0,20.0,Weapons effects testing,Noreo,SHAFT,1980
USSR,50.0,78.0,0.0,0.0,0.001,Safety experiment,Nan,TUNNEL,1980
FRANCE,-21.86,-138.97,0.0,0.0,150.0,Weapons related,Theese,SHAFT/GR,1980
FRANCE,-21.77,-138.88,0.0,0.0,20.0,Weapons related,Boros,SHAFT/GR,1980
USA,37.1,-116.1,0.417,20.0,150.0,Weapons related,Liptauer,SHAFT,1980
USSR,50.0,77.86,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1980
FRANCE,-22.1,-138.7,0.0,0.0,20.0,Weapons related,Pelops,SHAFT/GR,1980
USSR,49.822,78.08,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1980
USA,37.1,-116.0,0.579,20.0,150.0,Weapons related,Pyramid,SHAFT,1980
USSR,49.96,78.81,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1980
UK,37.2,-116.4,0.633,20.6,150.0,Weapons effects testing,Colwick,SHAFT,1980
USA,37.1,-116.0,0.351,6.0,20.0,Weapons effects testing,Canfield,SHAFT,1980
USSR,49.75,78.11,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1980
USA,37.0,-116.0,0.335,0.0,20.0,Weapons related,Flora,SHAFT,1980
USSR,49.95,79.05,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1980
USA,37.3,-116.5,0.645,20.0,150.0,Weapons related,Kash,SHAFT,1980
FRANCE,-21.83,-139.0,0.0,0.0,150.0,Weapons related,Euryphyle,SHAFT/GR,1980
USSR,0.0,0.0,0.0,3.2,3.2,Peaceful nuclear explosion,Butan,SHAFT,1980
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Ilus,SHAFT/GR,1980
USA,37.0,-116.0,0.32,0.0,20.0,Weapons effects testing,Huronking,SHAFT,1980
USSR,0.0,0.0,0.0,3.2,3.2,Peaceful nuclear explosion,Butan,SHAFT,1980
USSR,0.0,0.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1980
USSR,49.91,78.86,0.0,0.001,150.0,Weapons related,Nan,SHAFT,1980
FRANCE,-21.75,-139.0,0.0,0.0,20.0,Weapons related,Chryses,SHAFT/GR,1980
FRANCE,-22.0,-116.0,0.0,0.0,0.0,Storage-transportation safety experiment,Leda,SHAFT/GR,1980
FRANCE,-21.86,-139.0,0.0,0.0,150.0,Weapons related,Asios,SHAFT/GR,1980
USA,37.3,-116.5,0.68,20.0,150.0,Weapons related,Tafi,SHAFT,1980
USSR,49.81,78.14,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1980
USA,37.0,-116.0,0.366,0.0,20.0,Weapons related,Verdello,SHAFT,1980
USSR,49.94,78.86,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1980
USSR,49.81,78.08,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1980
USA,37.1,-116.0,0.381,20.0,150.0,Weapons related,Bonarda,SHAFT,1980
USA,37.1,-116.1,0.424,107.0,107.0,Weapons related,Riola,SHAFT,1980
USSR,46.79,48.29,0.0,8.5,8.5,Peaceful nuclear explosion,Vega,SHAFT,1980
USSR,73.36,54.82,0.0,0.001,150.0,Weapons related,Nan,TUNNEL,1980
USSR,49.94,79.1,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1980
CHINA,41.04,89.94,0.0,200.0,1000.0,Weapons related,Nan,ATMOSPH,1980
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1980
UK,37.1,-116.0,0.427,0.0,20.0,Weapons related,Dutchese,SHAFT,1980
USA,37.2,-116.2,0.39,0.0,20.0,Weapons effects testing,Minersiron,TUNNEL,1980
USSR,60.79,97.57,0.0,0.001,20.0,Peaceful nuclear explosion,Batolit,SHAFT,1980
USA,37.1,-116.0,0.32,0.0,20.0,Weapons related,Dauphin,SHAFT,1980
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Laerte,SHAFT/GR,1980
FRANCE,-21.87,-138.96,0.0,0.0,150.0,Weapons related,Diomede,SHAFT/GR,1980
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1980
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1980
USSR,61.73,66.76,0.0,15.0,15.0,Peaceful nuclear explosion,Angara,SHAFT,1980
USSR,49.87,78.97,0.0,0.001,150.0,Weapons related,Nan,SHAFT,1980
UK,37.3,-116.3,0.573,20.0,150.0,Weapons related,Serpa,SHAFT,1980
USSR,49.98,78.01,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1980
USSR,50.01,79.03,0.0,0.001,150.0,Weapons related,Nan,SHAFT,1980
USA,37.1,-116.0,0.564,20.0,150.0,Weapons related,Baseball,SHAFT,1981
USA,37.0,-116.0,0.354,0.0,20.0,Weapons related,Clairette,SHAFT,1981
USA,37.2,-116.1,0.229,0.0,20.0,Weapons related,Seco,SHAFT,1981
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Broteas,SHAFT/GR,1981
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Tyro,SHAFT/GR,1981
USSR,50.0,78.0,0.0,0.0,0.001,Safety experiment,Nan,TUNNEL,1981
FRANCE,-21.67,-138.84,0.0,0.0,20.0,Weapons related,Iphicles,SHAFT/GR,1981
USSR,49.98,79.02,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1981
FRANCE,-21.8,-138.9,0.0,0.0,20.0,Weapons related,Clymene,SHAFT/LG,1981
USSR,49.87,78.9,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1981
USA,37.2,-116.0,0.323,0.0,20.0,Weapons related,Vide,SHAFT,1981
USSR,68.21,53.5,0.0,37.6,37.6,Peaceful nuclear explosion,Pirit,SHAFT,1981
USSR,49.94,79.01,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1981
USA,37.102,-116.004,0.32,0.0,20.0,Weapons related,Aligote,SHAFT,1981
USSR,50.0,78.0,0.0,0.0,0.001,Safety experiment,Nan,TUNNEL,1981
USA,37.3,-116.3,0.0,20.0,150.0,Weapons related,Harzer,SHAFT,1981
USSR,49.72,78.09,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1981
FRANCE,-22.18,-138.73,0.0,0.0,20.0,Weapons related,Lyncee,SHAFT/GR,1981
USA,37.1,-116.0,0.341,0.0,20.0,Weapons related,Niza,SHAFT,1981
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Eryx,SHAFT/GR,1981
USA,37.1,-116.0,0.204,0.0,20.0,Weapons related,Pineau,SHAFT,1981
USSR,49.79,78.17,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1981
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Theras,SHAFT/GR,1981
FRANCE,-21.89,-138.88,0.0,0.0,150.0,Weapons related,Agenor,SHAFT/GR,1981
USA,37.2,-116.0,0.2,0.0,20.0,Weapons related,Havarti,SHAFT,1981
USSR,49.75,78.07,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1981
USA,37.2,-116.1,0.294,0.0,20.0,Weapons related,Islay,SHAFT,1981
USSR,60.59,55.7,0.0,3.2,3.2,Peaceful nuclear explosion,Geliy,SHAFT,1981
USA,37.1,-116.0,0.305,0.0,20.0,Weapons related,Trebbiano,SHAFT,1981
USSR,49.89,78.98,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1981
USA,37.0,-116.0,0.213,0.0,20.0,Weapons related,Cernada,SHAFT,1981
USSR,46.82,48.28,0.0,8.5,8.5,Peaceful nuclear explosion,Vega,SHAFT,1981
USSR,46.79,48.27,0.0,8.5,8.5,Peaceful nuclear explosion,Vega,SHAFT,1981
USSR,73.32,54.55,0.0,0.001,150.0,Weapons related,Nan,TUNNEL,1981
USA,37.1,-116.0,0.472,20.0,150.0,Weapons related,Paliza,SHAFT,1981
USSR,50.0,78.0,0.0,0.0,0.001,Safety experiment,Nan,TUNNEL,1981
USSR,49.88,78.89,0.0,0.001,150.0,Weapons related,Nan,SHAFT,1981
USSR,63.79,97.54,0.0,8.5,8.5,Peaceful nuclear explosion,Shpat,SHAFT,1981
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Leto,SHAFT/GR,1981
FRANCE,-21.917,-138.996,0.0,0.0,20.0,Weapons related,Procles,SHAFT/GR,1981
USA,37.076,-116.068,0.445,20.0,150.0,Weapons related,Tilci,SHAFT,1981
UK,37.108,-116.049,0.518,20.0,150.0,Weapons related,Rousanne,SHAFT,1981
USSR,49.736,78.183,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1981
USSR,49.86,78.857,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1981
USA,37.1,-116.1,0.494,20.0,150.0,Weapons related,Akavi,SHAFT,1981
FRANCE,-21.4,-139.4,0.0,0.0,20.0,Weapons related,Cilix,SHAFT/GR,1981
FRANCE,-21.91,-138.88,0.0,0.0,20.0,Weapons related,Cadmos,SHAFT/LG,1981
USA,37.1,-116.1,0.335,0.0,20.0,Weapons related,Caboa,SHAFT,1981
USSR,49.84,78.21,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1981
USSR,49.9,78.86,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1981
USA,37.1,-116.1,0.64,139.0,133.0,Weapons related,Jornada,SHAFT,1982
USA,37.2,-116.5,0.651,20.0,150.0,Weapons related,Molbo,SHAFT,1982
USA,37.3,-116.3,0.64,20.0,150.0,Weapons related,Hosta,SHAFT,1982
USSR,49.83,78.12,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1982
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Aerope,SHAFT/GR,1982
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Deiphobe,SHAFT/GR,1982
FRANCE,-21.86,-139.03,0.0,0.0,20.0,Weapons related,Rhesos,SHAFT/LG,1982
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Evenos,SHAFT/GR,1982
FRANCE,-22.0,-139.0,0.0,0.0,0.0,Storage-transportation safety experiment,Aeson,SHAFT/GR,1982
USA,37.0,-116.0,0.357,0.0,20.0,Weapons related,Tenaja,SHAFT,1982
USSR,49.87,78.92,0.0,20.0,150.0,Flight (missile) system tests,Nan,SHAFT,1982
UK,37.3,-116.4,0.57,20.0,150.0,Weapons related,Gibne,SHAFT,1982
USA,37.1,-116.1,0.335,0.0,20.0,Weapons related,Kryddost,SHAFT,1982
USA,37.1,-116.0,0.564,20.0,150.0,Weapons related,Bouschet,SHAFT,1982
USA,37.114,-116.017,0.289,0.0,20.0,Weapons related,Kesti,SHAFT,1982
USA,37.236,-116.37,0.64,20.0,150.0,Weapons related,Nebbiolo,SHAFT,1982
USSR,49.795,78.158,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1982
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Laodice,SHAFT/GR,1982
FRANCE,-21.766,-139.05,0.0,0.0,150.0,Weapons related,Antilokos,SHAFT/GR,1982
USSR,49.995,78.856,0.0,0.001,150.0,Weapons effects testing,Nan,SHAFT,1982
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Pitane,SHAFT/GR,1982
FRANCE,-21.864,-138.943,0.0,0.0,150.0,Weapons related,Laios,SHAFT/LG,1982
USA,37.102,-116.075,0.4,20.0,150.0,Weapons related,Monterey,SHAFT,1982
USSR,53.813,104.132,0.0,8.5,8.5,Peaceful nuclear explosion,Rift,SHAFT,1982
USA,37.084,-116.007,0.64,138.0,138.0,Weapons related,Atrisco,SHAFT,1982
USA,37.19,-116.048,0.216,0.0,20.0,Weapons related,Queso,SHAFT,1982
USSR,49.747,77.971,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1982
USSR,49.92,78.812,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1982
USA,37.02,-116.016,0.229,0.0,20.0,Weapons related,Cerro,SHAFT,1982
USSR,69.206,81.647,0.0,16.0,16.0,Peaceful nuclear explosion,Rift,SHAFT,1982
USSR,49.854,78.216,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1982
USA,37.212,-116.207,0.0,0.0,20.0,Weapons effects testing,Huron Landing,TUNNEL,1982
USA,37.212,-116.207,0.0,0.0,20.0,Weapons effects testing,Diamond Ace,TUNNEL,1982
USA,37.175,-116.088,0.451,20.0,150.0,Weapons related,Frisco,SHAFT,1982
USSR,64.313,91.834,0.0,8.5,8.5,Peaceful nuclear explosion,Rift,SHAFT,1982
USA,37.091,-116.045,0.564,0.0,150.0,Weapons related,Borrego,SHAFT,1982
CHINA,41.632,88.301,0.0,3.0,15.0,Weapons related,Nan,UG,1982
USSR,61.553,112.864,0.0,15.0,15.0,Peaceful nuclear explosion,Neva,SHAFT,1982
USSR,73.392,54.559,0.0,0.001,150.0,Weapons related,Nan,TUNNEL,1982
USSR,46.73,48.197,0.0,13.5,13.5,Peaceful nuclear explosion,Vega,SHAFT,1982
USSR,46.748,48.215,0.0,8.5,8.5,Peaceful nuclear explosion,Vega,SHAFT,1982
USSR,46.754,48.27,0.0,8.5,8.5,Peaceful nuclear explosion,Vega,SHAFT,1982
USSR,46.743,48.213,0.0,8.5,8.5,Peaceful nuclear explosion,Vega,SHAFT,1982
USA,37.024,-116.032,0.336,0.0,20.0,Weapons related,Seyval,SHAFT,1982
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Procris,SHAFT/GR,1982
USSR,49.928,78.869,0.0,0.001,150.0,Weapons related,Nan,SHAFT,1982
USA,37.03,-116.072,0.413,20.0,150.0,Weapons related,Manteca,SHAFT,1982
USSR,49.871,78.095,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1982
USSR,50.066,79.043,0.0,20.0,150.0,Flight (missile) system tests,Nan,SHAFT,1982
USA,37.051,-116.045,0.304,0.0,20.0,Weapons related,Coalora,SHAFT,1983
USA,37.163,-116.063,0.343,0.0,20.0,Weapons related,Cheedam,SHAFT,1983
USSR,50.0,78.0,0.0,0.0,0.001,Safety experiment,Nan,TUNNEL,1983
USA,37.301,-116.46,0.542,20.0,150.0,Weapons related,Cabra,SHAFT,1983
USSR,49.0,79.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1983
USSR,49.815,78.222,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1983
USA,37.073,-116.04,0.533,0.0,150.0,Weapons related,Turquoise,SHAFT,1983
FRANCE,-21.847,-138.906,0.0,0.0,150.0,Weapons related,Eurytos,SHAFT/LG,1983
UK,37.112,-116.022,0.265,0.0,20.0,Weapons related,Armada,SHAFT,1983
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Automedon,SHAFT/GR,1983
USA,37.012,-116.089,0.39,0.0,20.0,Weapons related,Crowdie,SHAFT,1983
FRANCE,-21.895,-138.918,0.0,0.0,150.0,Weapons related,Cinyras,SHAFT/LG,1983
USA,37.103,-116.006,0.384,0.0,20.0,Weapons related,Fahada,SHAFT,1983
USA,37.0,-116.0,0.0,0.0,20.0,Weapons effects testing,Mini Jade,TUNNEL,1983
USSR,49.74,78.206,0.0,0.001,20.0,Flight (missile) system tests,Nan,TUNNEL,1983
USA,37.158,-116.089,0.32,0.0,20.0,Weapons related,Danablu,SHAFT,1983
USSR,49.906,78.981,0.0,0.001,150.0,Weapons related,Nan,SHAFT,1983
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Burisis,SHAFT/GR,1983
USSR,49.81,78.107,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1983
FRANCE,-21.745,-138.917,0.0,0.0,20.0,Weapons related,Oxylos,SHAFT/LG,1983
USSR,51.308,53.273,0.0,15.0,15.0,Peaceful nuclear explosion,Lira,SHAFT,1983
USSR,51.34,53.27,0.0,15.0,15.0,Peaceful nuclear explosion,Lira,SHAFT,1983
USSR,51.344,53.291,0.0,15.0,15.0,Peaceful nuclear explosion,Lira,SHAFT,1983
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Battos,SHAFT/GR,1983
USA,37.119,-116.084,0.326,0.0,20.0,Weapons related,Laban,SHAFT,1983
FRANCE,-21.835,-138.922,0.0,0.0,150.0,Weapons related,Carnabon,SHAFT/LG,1983
USA,36.998,-116.003,0.32,0.0,20.0,Weapons related,Sabado,SHAFT,1983
USSR,73.383,54.913,0.0,0.001,150.0,Weapons related,Nan,TUNNEL,1983
USA,37.192,-115.992,0.0,0.0,20.0,Weapons related,Jarlsberg,SHAFT,1983
USA,37.273,-116.355,0.625,143.0,143.0,Weapons related,Chancellor,SHAFT,1983
USSR,49.878,78.183,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1983
USA,37.21,-116.209,0.405,0.0,20.0,Weapons effects testing,Midnight Zephyr,TUNNEL,1983
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Branco/Herkim,SHAFT,1983
USA,37.106,-116.049,0.533,0.0,150.0,Weapons related,Techado,SHAFT,1983
USSR,46.816,48.291,0.0,8.5,8.5,Peaceful nuclear explosion,Vega,SHAFT,1983
USSR,46.817,48.279,0.0,8.5,8.5,Peaceful nuclear explosion,Vega,SHAFT,1983
USSR,46.86,48.272,0.0,8.5,8.5,Peaceful nuclear explosion,Vega,SHAFT,1983
USSR,46.78,48.3,0.0,8.5,8.5,Peaceful nuclear explosion,Vega,SHAFT,1983
USSR,46.796,48.297,0.0,8.5,8.5,Peaceful nuclear explosion,Vega,SHAFT,1983
USSR,46.837,48.231,0.0,8.5,8.5,Peaceful nuclear explosion,Vega,SHAFT,1983
USSR,73.348,54.495,0.0,0.001,150.0,Weapons related,Nan,TUNNEL,1983
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Navata,SHAFT,1983
USSR,49.932,78.843,0.0,0.001,150.0,Weapons related,Nan,SHAFT,1983
CHINA,41.566,88.766,0.0,20.0,100.0,Weapons related,Nan,UG,1983
USSR,49.921,78.907,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1983
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1983
USSR,50.066,79.036,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1983
USSR,49.764,78.169,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1983
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1983
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Linos,SHAFT/GR,1983
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Gyges,SHAFT/LG,1983
USA,37.021,-115.975,0.0,0.0,20.0,Weapons related,Muggins,SHAFT,1983
USA,37.14,-116.072,0.515,20.0,150.0,Weapons related,Romano,SHAFT,1983
USSR,49.838,78.218,0.0,0.001,20.0,Flight (missile) system tests,Nan,TUNNEL,1983
USA,37.0,-116.0,0.0,20.0,150.0,Weapons related,Gorbea,SHAFT,1984
USA,37.0,-116.0,0.0,0.0,20.0,Weapons effects testing,Midas Myth/Mila,TUNNEL,1984
USSR,49.888,78.788,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1984
USA,37.0,-116.0,0.0,20.0,150.0,Weapons related,Tortugas,SHAFT,1984
USSR,50.022,78.978,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1984
USSR,49.934,79.013,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1984
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Agrini,SHAFT,1984
USSR,49.766,78.185,0.0,0.001,150.0,Weapons related,Nan,TUNNEL,1984
USSR,49.934,78.915,0.0,0.001,150.0,Weapons related,Nan,SHAFT,1984
UK,37.0,-116.0,0.0,20.0,150.0,Weapons related,Mundo,SHAFT,1984
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Orkney,SHAFT,1984
FRANCE,0.0,0.0,0.0,0.0,5.0,Weapons related,Demophon,SHAFT/GR,1984
FRANCE,-21.852,-138.961,0.0,0.0,150.0,Weapons related,Midas,SHAFT/LG,1984
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Bellow,SHAFT,1984
USSR,49.98,79.06,0.0,0.001,150.0,Weapons related,Nan,SHAFT,1984
USA,37.0,-116.0,0.0,20.0,150.0,Weapons related,Caprock,SHAFT,1984
FRANCE,0.0,0.0,0.0,0.0,20.0,Weapons related,Aristee,SHAFT/GR,1984
FRANCE,-21.933,-138.992,0.0,0.0,150.0,Weapons related,Echemos,SHAFT/LG,1984
USA,37.0,-116.0,0.0,20.0,150.0,Weapons related,Duoro,SHAFT,1984
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Normanna,SHAFT,1984
USSR,49.891,78.963,0.0,0.001,150.0,Weapons related,Nan,SHAFT,1984
USSR,51.356,53.249,0.0,15.0,15.0,Peaceful nuclear explosion,Lira,SHAFT,1984
USSR,51.374,53.257,0.0,15.0,15.0,Peaceful nuclear explosion,Lira,SHAFT,1984
USSR,51.353,53.271,0.0,15.0,15.0,Peaceful nuclear explosion,Lira,SHAFT,1984
USA,37.0,-116.0,0.0,20.0,150.0,Weapons related,Kappeli,SHAFT,1984
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Correo,SHAFT,1984
USSR,65.025,55.187,0.0,8.5,8.5,Peaceful nuclear explosion,Kvarts,SHAFT,1984
USSR,61.889,72.149,0.0,8.5,8.5,Peaceful nuclear explosion,Kvarts,SHAFT,1984
USSR,74.1,53.8,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1984
USSR,67.774,33.688,0.0,1.7,1.7,Peaceful nuclear explosion,Dnepr-2,TUNNEL,1984
USSR,61.0,58.0,0.0,3.2,3.2,Peaceful nuclear explosion,Geliy,SHAFT,1984
USSR,61.0,58.0,0.0,3.2,3.2,Peaceful nuclear explosion,Geliy,SHAFT,1984
USA,0.0,0.0,0.0,0.0,20.0,Weapons related,Dolcetto,SHAFT,1984
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Wexford,SHAFT,1984
USSR,49.873,78.208,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1984
USA,0.0,0.0,0.0,20.0,150.0,Weapons effects testing,Breton,SHAFT,1984
USSR,55.835,87.408,0.0,10.0,10.0,Peaceful nuclear explosion,Kvarts,SHAFT,1984
USA,0.0,0.0,0.0,0.0,20.0,Weapons related,Vermejo,SHAFT,1984
CHINA,41.633,88.781,0.0,15.0,70.0,Weapons related,Nan,UG,1984
USSR,50.0,80.0,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1984
USSR,73.365,54.979,0.0,0.001,150.0,Weapons related,Nan,TUNNEL,1984
USSR,49.95,78.842,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1984
USSR,47.044,47.919,0.0,3.2,3.2,Peaceful nuclear explosion,Vega,SHAFT,1984
USSR,46.843,48.023,0.0,3.2,3.2,Peaceful nuclear explosion,Vega,SHAFT,1984
FRANCE,0.0,0.0,0.0,0.0,20.0,Weapons related,Machaon,SHAFT/GR,1984
FRANCE,0.0,0.0,0.0,0.0,150.0,Weapons related,Acaste,SHAFT/LG,1984
USA,0.0,0.0,0.0,0.0,20.0,Weapons related,Villita,SHAFT,1984
USSR,49.0,78.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1984
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Milletos,SHAFT/GR,1984
USSR,50.0,81.0,0.0,0.001,150.0,Weapons related,Nan,SHAFT,1984
FRANCE,0.0,0.0,0.0,0.0,150.0,Weapons related,Mennon,SHAFT/LG,1984
UK,36.0,-112.0,0.0,20.0,150.0,Weapons related,Egmont,SHAFT,1984
USA,37.0,-116.0,0.0,20.0,150.0,Weapons related,Tierra,SHAFT,1984
